name,CIK,location_untrusted_source,name_worker_1,name_worker_2,worker_agreement_exact,worker agreement,domain_worker_1,domain_worker_2,website_domain,worker_agreement_exact,worker agreement,city_worker_1,city_worker_2,city,worker_agreement_exact,worker agreement,province_worker_1,province_worker_2,province,worker_agreement_exact,worker agreement,country_worker_1,country_worker_2,country,worker_agreement_exact,worker agreement,employees_worker_1,employees_worker_2,employees_worker_2_integer,employees,worker_agreement_exact,worker agreement,worker_agreement_approximate,serial_number_worker_1,serial_number_worker_2,serial_number,worker_agreement_exact,worker agreement,source_worker_1,matching_year,matching_cik,source_worker_2,matching_year,matching_cik,worker_agreement_exact,worker agreement,source,source_serial_number,confidence
"Moderna, Inc.",1682852,"Cambridge, Massachusetts","Moderna, Inc.","Moderna, Inc.",1,1,modernatx.com,modernatx.com,modernatx.com,1,1,Cambridge,Cambridge,Cambridge,1,1,Massachusetts,Massachusetts,Massachusetts,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,3900,3900,1000,0,0,0,81-3467528,81-3467528,81-3467528,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001682852/000168285223000011/mrna-20221231.htm,83,52,https://www.sec.gov/ix?doc=/Archives/edgar/data/1682852/000168285223000011/mrna-20221231.htm,80,49,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1682852/000168285223000011/mrna-20221231.htm,,0.9
"MOHAWK INDUSTRIES, INC.",851968,"Calhoun, Georgia","MOHAWK INDUSTRIES, INC.","MOHAWK INDUSTRIES, INC.",1,1,mohawkind.com,mohawkind.com,mohawkind.com,1,1,Calhoun,Calhoun,Calhoun,1,1,Georgia,Georgia,Georgia,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,40900,40900,10000,0,0,0,52-1604305,52-1604305,52-1604305,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/851968/000085196823000033/mhk-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/851968/000085196823000033/mhk-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/851968/000085196823000033/mhk-20221231.htm,,0.9
"MOLINA HEALTHCARE, INC.",1179929,"Long Beach, California","MOLINA HEALTHCARE, INC.","MOLINA HEALTHCARE, INC.",1,1,molinahealthcare.com,molinahealthcare.com,molinahealthcare.com,1,1,Long Beach,Long Beach,Long Beach,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,15000,15000,15000,10000,0,1,1,13-4204626,13-4204626,13-4204626,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1179929/000117992923000025/moh-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1179929/000117992923000025/moh-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1179929/000117992923000025/moh-20221231.htm,,0.9
Molson Coors Beverage Company,24545,"Chicago, Illinois",Molson Coors Beverage Company,Molson Coors Beverage Company,1,1,molsoncoors.com,molsoncoors.com,molsoncoors.com,1,1,Montréal,Chicago,Chicago,0,0,Québec,Illinois,Illinois,0,0,Canada,United States of America (the),United States of America (the),0,0,,16600,16600,10000,0,0,0,84-0178360,84-0178360,84-0178360,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/24545/000002454523000006/tap-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/24545/000002454523000006/tap-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/24545/000002454523000006/tap-20221231.htm,,0.9
"Mondelēz International, Inc.",1103982,"Chicago, Illinois","Mondelēz International, Inc.","Mondelēz International, Inc.",1,1,mondelezinternational.com,mondelezinternational.com,mondelezinternational.com,1,1,Chicago,Chicago,Chicago,1,1,Illinois,Illinois,Illinois,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,91000,91000,91000,10000,0,1,1,52-2284372,52-2284372,52-2284372,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1103982/000110398223000006/mdlz-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1103982/000110398223000006/mdlz-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1103982/000110398223000006/mdlz-20221231.htm,,0.9
"Monolithic Power Systems, Inc.",1280452,"Kirkland, Washington","Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.",1,1,monolithicpower.com,monolithicpower.com,monolithicpower.com,1,1,Kirkland,Kirkland,Kirkland,1,1,Washington,Washington,Washington,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,3247,3200,3200,1000,0,0,1,77-0466789,77-0466789,77-0466789,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1280452/000143774923004540/mpwr20221231_10k.htm,#VALUE!,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1280452/000143774923004540/mpwr20221231_10k.htm,#VALUE!,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1280452/000143774923004540/mpwr20221231_10k.htm,,0.9
MONSTER BEVERAGE CORPORATION,865752,"Corona, California",MONSTER BEVERAGE CORPORATION,MONSTER BEVERAGE CORPORATION,1,1,monsterbevcorp.com,monsterbevcorp.com,monsterbevcorp.com,1,1,Corona,Corona,Corona,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,5296,5296,1000,0,0,0,47-1809393,47-1809393,47-1809393,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000865752/000110465923027245/mnst-20221231x10k.htm,83,53,https://www.sec.gov/ix?doc=/Archives/edgar/data/865752/000110465923027245/mnst-20221231x10k.htm,79,49,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/865752/000110465923027245/mnst-20221231x10k.htm,,0.9
MOODY’S CORPORATION,1059556,"New York City, New York",MOODY’S CORPORATION,MOODY’S CORPORATION,1,1,,moodys.com,moodys.com,0,0,New York,New York City,New York City,0,0,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,14426,14426,10000,0,0,0,13-3998945,13-3998945,13-3998945,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1059556/000105955623000016/mco-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1059556/000105955623000016/mco-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1059556/000105955623000016/mco-20221231.htm,,0.9
Morgan Stanley,895421,"New York City, New York",MORGAN STANLEY,Morgan Stanley,0,1,morganstanley.com,morganstanley.com,morganstanley.com,1,1,New York,New York City,New York City,0,0,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,82000,82000,82000,10000,0,1,1,36-3145972,36-3145972,36-3145972,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000895421/000089542123000284/ms-20221231.htm,81,53,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000895421/000089542123000284/ms-20221231.htm,81,53,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000895421/000089542123000284/ms-20221231.htm,,0.9
The Mosaic Company,1285785,"Tampa, Florida",The Mosaic Company,The Mosaic Company,1,1,mosaicco.com,mosaicco.com,mosaicco.com,1,1,Tampa,Tampa,Tampa,1,1,Florida,Florida,Florida,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,13570,13570,13570,10000,0,1,1,20-1026454,20-1026454,20-1026454,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1285785/000161803423000003/mos-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1285785/000161803423000003/mos-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1285785/000161803423000003/mos-20221231.htm,,0.9
"MOTOROLA SOLUTIONS, INC.",68505,"Chicago, Illinois","MOTOROLA SOLUTIONS, INC.","MOTOROLA SOLUTIONS, INC.",1,1,motorolasolutions.com,motorolasolutions.com,motorolasolutions.com,1,1,Chicago,Chicago,Chicago,1,1,Illinois,Illinois,Illinois,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,20000,8000,8000,1000,0,0,0,36-1115800,36-1115800,36-1115800,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/68505/000006850523000015/msi-20221231.htm,77,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/68505/000006850523000015/msi-20221231.htm,77,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/68505/000006850523000015/msi-20221231.htm,,0.9
MSCI INC.,1408198,"New York City, New York",MSCI INC.,MSCI INC.,1,1,msci.com,msci.com,msci.com,1,1,New York,New York City,New York City,0,0,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,4759,4759,4759,1000,0,1,1,13-4038723,13-4038723,13-4038723,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1408198/000140819823000011/msci-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1408198/000140819823000011/msci-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1408198/000140819823000011/msci-20221231.htm,,0.9
"Nasdaq, Inc.",1120193,"New York City, New York","Nasdaq, Inc.","Nasdaq, Inc.",1,1,nasdaq.com,nasdaq.com,nasdaq.com,1,1,New York,New York City,New York City,0,0,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,6377,6377,6377,1000,0,1,1,52-1165937,52-1165937,52-1165937,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1120193/000112019323000014/ndaq-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1120193/000112019323000014/ndaq-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1120193/000112019323000014/ndaq-20221231.htm,,0.9
"NetApp, Inc.",1002047,"San Jose, California",,"NetApp, Inc.",0,0,,netapp.com,netapp.com,0,0,,San Jose,San Jose,0,0,,California,California,0,0,,United States of America (the),United States of America (the),0,0,,12000,12000,10000,0,0,0,,77-0307520,77-0307520,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001002047/000095017022011708/ntap-20220429.htm,83,52,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001002047/000095017022011708/ntap-20220429.htm,,0.9
"Netflix, Inc.",1065280,"Los Gatos, California","Netflix, Inc.","Netflix, Inc.",1,1,netflix.com,netflix.com,netflix.com,1,1,Los Gatos,Los Gatos,Los Gatos,1,1,California,California,California,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,12800,12800,12800,10000,0,1,1,77-0467272,77-0467272,77-0467272,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1065280/000106528023000035/nflx-20221231.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1065280/000106528023000035/nflx-20221231.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1065280/000106528023000035/nflx-20221231.htm,,0.9
NEWELL BRANDS INC.,814453,"Atlanta, Georgia",NEWELL BRANDS INC.,NEWELL BRANDS INC.,1,1,,newellbrands.com,newellbrands.com,0,0,Atlanta,Atlanta,Atlanta,1,1,Georgia,Georgia,Georgia,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,28000,28000,10000,0,0,0,36-3514169,36-3514169,36-3514169,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/814453/000081445323000026/nwl-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/814453/000081445323000026/nwl-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/814453/000081445323000026/nwl-20221231.htm,,0.9
NEWMONT CORPORATION,1164727,"Denver, Colorado",NEWMONT CORPORATION,NEWMONT CORPORATION,1,1,newmont.com,newmont.com,newmont.com,1,1,Denver,Denver,Denver,1,1,Colorado,Colorado,Colorado,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,14600,14600,10000,0,0,0,84-1611629,84-1611629,84-1611629,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1164727/000116472723000011/nem-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1164727/000116472723000011/nem-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1164727/000116472723000011/nem-20221231.htm,,0.9
NEWS CORPORATION,1564708,"New York City, New York",NEWS CORPORATION,NEWS CORPORATION,1,1,,newscorp.com,newscorp.com,0,0,New York,New York City,New York City,0,0,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,25500,25500,10000,0,0,0,46-2950970,46-2950970,46-2950970,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1564708/000156470822000265/nws-20220630.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001564708/000156470822000265/nws-20220630.htm,82,52,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001564708/000156470822000265/nws-20220630.htm,,0.9
NEWS CORPORATION,1564708,"New York City, New York",NEWS CORPORATION,NEWS CORPORATION,1,1,,newscorp.com,newscorp.com,0,0,New York,New York City,New York City,0,0,New York,New York,New York,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,25500,25500,10000,0,0,0,46-2950970,46-2950970,46-2950970,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1564708/000156470822000265/nws-20220630.htmm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001564708/000156470822000265/nws-20220630.htm,82,52,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001564708/000156470822000265/nws-20220630.htm,,0.9
"NEXTERA ENERGY, INC.",753308,"Juno Beach, Florida","NEXTERA ENERGY, INC.","NEXTERA ENERGY, INC.",1,1,nexteraenergy.com,nexteraenergy.com,nexteraenergy.com,1,1,Juno Beach,,,0,0,Florida,Florida,Florida,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,15300,9300,9300,1000,0,0,0,59-2449419,59-2449419,59-2449419,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/753308/000075330823000019/nee-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/753308/000075330823000019/nee-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/753308/000075330823000019/nee-20221231.htm,,0.9
"NIKE, Inc.",320187,"Washington County, Oregon","NIKE, Inc.","NIKE, Inc.",1,1,nike.com,nike.com,nike.com,1,1,Beaverton,Washington County,Washington County,0,0,Oregon,Oregon,Oregon,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,79100,79100,10000,0,0,0,93-0584541,93-0584541,93-0584541,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/320187/000032018722000038/nke-20220531.htm,,0.9
NiSource Inc.,1111711,"Merrillville, Indiana",NiSource Inc.,NiSource Inc.,1,1,nisource.com,nisource.com,nisource.com,1,1,Merrillville,,,0,0,Indiana,Indiana,Indiana,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,7117,7117,1000,0,0,0,35-2108964,35-2108964,35-2108964,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1111711/000111171123000006/nix-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1111711/000111171123000006/nix-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1111711/000111171123000006/nix-20221231.htm,,0.9
NORDSON CORPORATION,72331,"Westlake, Ohio",NORDSON CORPORATION,NORDSON CORPORATION,1,1,,nordson.com,nordson.com,0,0,Westlake,Westlake,Westlake,1,1,Ohio,Ohio,Ohio,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,7331,7331,1000,0,0,0,34-0590250,34-0590250,34-0590250,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/72331/000007233122000185/ndsn-20221031.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000072331/000007233122000185/ndsn-20221031.htm,83,54,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/0000072331/000007233122000185/ndsn-20221031.htm,,0.9
NORFOLK SOUTHERN CORPORATION,702165,"Atlanta, Georgia",NORFOLK SOUTHERN CORPORATION,NORFOLK SOUTHERN CORPORATION,1,1,nscorp.com,norfolksouthern.com,norfolksouthern.com,0,0,Atlanta,Atlanta,Atlanta,1,1,Georgia,Georgia,Georgia,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,19300,18900,18900,10000,0,0,1,52-1188014,52-1188014,52-1188014,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/702165/000070216523000010/nsc-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/702165/000070216523000010/nsc-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/702165/000070216523000010/nsc-20221231.htm,,0.9
NORTHERN TRUST CORPORATION,73124,"Chicago, Illinois",NORTHERN TRUST CORPORATION,NORTHERN TRUST CORPORATION,1,1,,northerntrust.com,northerntrust.com,0,0,Chicago,Chicago,Chicago,1,1,Illinois,Illinois,Illinois,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,23600,23600,10000,0,0,0,36-2723087,36-2723087,36-2723087,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/73124/000007312423000049/ntrs-20221231.htm,78,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/73124/000007312423000049/ntrs-20221231.htm,78,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/73124/000007312423000049/ntrs-20221231.htm,,0.9
NORTHROP GRUMMAN CORPORATION,1133421,"West Falls Church, Virginia",NORTHROP GRUMMAN CORPORATION,NORTHROP GRUMMAN CORPORATION,1,1,northropgrumman.com,northropgrumman.com,northropgrumman.com,1,1,Falls Church,,,0,0,Virginia,Virginia,Virginia,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,95000,95000,95000,10000,0,1,1,80-0640649,80-0640649,80-0640649,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1133421/000113342123000006/noc-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1133421/000113342123000006/noc-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1133421/000113342123000006/noc-20221231.htm,,0.9
NORWEGIAN CRUISE LINE HOLDINGS LTD.,1513761,"Miami, Florida",NORWEGIAN CRUISE LINE HOLDINGS LTD,NORWEGIAN CRUISE LINE HOLDINGS LTD.,0,0,,nclhltd.com,nclhltd.com,0,0,Miami,Miami,Miami,1,1,Florida,Florida,Florida,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,33800,33800,10000,0,0,0,98-0691007,98-0691007,98-0691007,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1513761/000155837023002361/nclh-20221231x10k.htm,80,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1513761/000155837023002361/nclh-20221231x10k.htm,80,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1513761/000155837023002361/nclh-20221231x10k.htm,,0.9
"NRG Energy, Inc.",1013871,"Houston, Texas","NRG Energy, Inc.","NRG Energy, Inc.",1,1,nrg.com,nrg.com,nrg.com,1,1,Houston,Houston,Houston,1,1,Texas,Texas,Texas,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,6603,6603,1000,0,0,0,41-1724239,41-1724239,41-1724239,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1013871/000101387123000004/nrg-20221231.htm,79,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1013871/000101387123000004/nrg-20221231.htm,79,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1013871/000101387123000004/nrg-20221231.htm,,0.9
NUCOR CORPORATION,73309,"Charlotte, North Carolina",NUCOR CORPORATION,NUCOR CORPORATION,1,1,nucor.com,nucor.com,nucor.com,1,1,Charlotte,Charlotte,Charlotte,1,1,North Carolina,North Carolina,North Carolina,1,1,United States of America (the),United States of America (the),United States of America (the),1,1,,200000,200000,100000,0,0,0,13-1860817,13-1860817,13-1860817,0,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/73309/000156459023002793/nue-10k_20221231.htm,#VALUE!,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/73309/000156459023002793/nue-10k_20221231.htm,#VALUE!,49,1,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/73309/000156459023002793/nue-10k_20221231.htm,,0.9
NVIDIA CORPORATION,1045810,"Santa Clara, California",,NVIDIA CORPORATION,0,0,,nvidia.com,nvidia.com,0,0,,Santa Clara,Santa Clara,0,0,,California,California,0,0,,United States of America (the),United States of America (the),0,0,,22473,22473,10000,0,0,0,,94-3177549,94-3177549,0,0,,#VALUE!,#VALUE!,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001045810/000104581022000036/nvda-20220130.htm,83,52,0,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001045810/000104581022000036/nvda-20220130.htm,,0.9
